1 'em	'em
13191 displease	lam vui long
13192 displeaser	nguoi lam mat long tin
13193 displenish	khong bang long
13194 disploded	lam no tung
13195 displosive	boc phat
13196 dispoline	dispoline
13197 dispond	co san
13198 disponge	lat tay
13199 disportment	su chuyen di
13200 disposable	dung mot lan
13201 disposement	cach trinh bay
13202 disposingly	dinh doat
13203 dispositional	co vi tri
13204 dispositioned	thay doi vi tri
13205 dispositor	nguoi dieu khien
13206 dispossess	khong co quyen
13207 disposure	su mat binh tinh
13208 dispraisingly	lam mat uy tin
13209 dispread	doc di
13210 dispreader	nguoi doc sach
13211 disprejudice	dinh kien
13212 disprison	su so sanh
13213 disproperty	su che bai
13214 dispunct	Toi co san
13215 dispurvey	xua tan
13216 disputacity	su trai nguoc
13217 disputant	nguoi tranh cai
13218 disputeless	khong tranh cai
13219 disputison	tranh chap
13220 disqualified	bi loai
13221 disquieted	bi loai bo
13222 disquietment	su thac mac
13223 disquisitorial	phan bien
13224 disregard	xem thuong
13225 disregarder	nguoi coi thuong
13226 disrelishing	khong cong nhan
13227 disrespecter	nguoi khong ton trong
13228 disrober	coi ao choang
13229 disrobing	coi ao ra
13230 disrooted	bi nho
13231 disruly	ngo nguoc
13232 disrupture	su pha vo
13233 dissatisfactory	khong thoa man
13234 dissatisfied	bat man
13235 disseat	tan dong
13236 dissectible	co the mo xe
13237 dissector	nguoi mo xe
13238 disseizin	disseizin
13239 disseizor	nguoi lam tan bien
13240 disseizoress	disseizoress
13241 disseizure	mot ngay nao do
13242 dissentany	thap ky
13243 dissentation	su bat dong quan diem
13244 dissenterism	chu nghia bat dong chinh kien
13245 dissentient	ho se khong dong y
13246 dissert	anh ay tranh luan
13247 disserve	mo xe
13248 disservice	lam trai y
13249 disserviceable	co the giai tan duoc
13250 disserving	khong tan thanh
13251 dissettle	bat dong y kien
13252 dissidence	bat dong quan diem
13253 dissidently	bat dong chinh kien
13254 dissiliency	su bat dong chinh kien
13255 dissimilation	su phan tan
13256 dissimulate	giau no di
13257 dissimulour	che khuyet diem
13258 dissipation	su tieu tan
13259 disslander	ke bat dong chinh kien
13260 dissociability	kha nang phan ly
13261 dissociable	chia ly
13262 dissocialize	lam mat long tin
13263 dissoluteness	phong dang
13264 dissolution	giai tan
13265 dissolved	giai the
13266 dissonancy	su bat hoa
13267 dissonant	bat hoa
13268 disspirit	disspirit
13269 dissuasion	nan long
13270 dissweeten	dissweeten
13271 dissyllabize	lam tan bien
13272 dissyllable	khong the tan thanh
13273 dissympathy	khong dong cam
13274 distad	chong chenh
13275 distaff	distaff
13276 distaffs	distaffs
13277 distaste	ban da xa
13278 distaves	distaves
13279 distemperance	su xa lanh
13280 distemperately	cach xa
13281 distent	ho dang o xa
13282 distention	su meo mo
13283 disterminate	lam bien dang
13284 distermination	su bien dang
13285 disthrone	truat ngoi
13286 disthronize	truat quyen
13287 distillable	co the chung cat
13288 distiller	may chung cat
13289 distillery	nha may chung cat
13290 distinguishable	co the phan biet duoc
13291 distinguishableness	kha nang phan biet
13292 distinguishably	phan biet duoc
13293 distinguisher	nguoi phan biet
13294 distoma	distoma
13295 distorter	nguoi bop meo
13296 distorting	bop meo
13297 distortion	meo mo
13298 distortive	lam meo mo
13299 distracter	nguoi danh lac huong
13300 distraction	mat tap trung
13301 distrainable	ke bien duoc
13302 distrainer	nguoi ke bien
13303 distrainor	distrainor
13304 distraint	ke bien
13305 distream	phat ra am thanh
13306 distributable	co the phan phoi
13307 distribute	phan phat
13308 distributer	nha phan phoi
13309 distributionist	nguoi phan phoi
13310 distributively	phan phoi
13311 distributiveness	su phan phoi
13312 districting	phan tam
13313 districtly	huyen
13314 disturber	nguoi lam phien
13315 distyle	chung cat
13316 disulphuret	disulphuret
13317 disulphuric	disulphuric
13318 disunionist	nguoi giai tan
13319 disuniter	lam tan ra
13320 disuniting	tan ra
13321 disunity	mat doan ket
13322 disusage	thai bo
13323 disutilize	lam mat trat tu
13324 disvalue	mat gia tri
13325 disvantageous	bat loi
13326 diswarn	khong bao truoc
13327 disworth	disworth
13328 ditation	su trich dan
13329 dithecal	dithecal
13330 dithecous	dithecous
13331 ditheist	cua hai
13332 ditheistical	ditheistical
13333 dithionic	dithionic
13334 dithyramb	dithyramb
13335 dithyrambic	dithyrambic
13336 dithyrambus	dithyrambus
13337 ditokous	lai gap doi
13338 ditolyl	ditolyl
13339 ditone	ditone
13340 ditrichotomous	ditrichotomous
13341 ditrochean	ditrochean
13342 ditrochee	ditrochee
13343 ditroite	ditroite
13344 dittander	rang cua ban
13345 dittany	dittany
13346 ditties	ditties
13347 ditto	nhu tren
13348 dittology	dittology
13349 ditty-bag	tui ditty
13350 ditty-box	hop ditty
13351 diureide	benh tieu chay
13352 diuresis	bai nieu
13353 diureticalness	loi tieu
13354 diurnal	thuoc ve Ban ngay
13355 diurnalist	nguoi an toi
13356 diurnalness	ngay dem
13357 diuturnity	diuturnity
13358 divalent	hoa tri hai
13359 divan	di vang
13360 divaricately	rieng tu
13361 divaricator	dau chia
13362 divast	pha bo
13363 divedapper	ung dung lan
13364 divel	ac quy
13365 divellent	xe chung ra
13366 divellicate	xe nat
13367 diversifier	Da dang hoa
13368 diversifying	da dang hoa
13369 diversiloquent	ho se noi chuyen khac nhau
13370 diversory	nghi binh
13371 divertible	co the chuyen huong
13372 diverticula	diverticula
13373 diverticular	diverticular
13374 diverticulum	diverticulum
13375 divertisement	phan ky
13376 divertive	khac biet
13377 divestible	lan duoc
13378 divesture	thoai von
13379 dividant	hay de ho phan chia
13380 divide	chia
13381 divided	da chia ra
13382 divident	co tuc
13383 dividually	chia deu
13384 dividuous	rung la
13385 divination	thuat boi toan
13386 divinator	nguoi boi toan
13387 diviner	nguoi phan chia
13388 divineress	nu than thanh
13389 divinize	boi toan
13390 divisible	chia duoc
13391 divisional	su doan
13392 divisor	so chia
13393 divorcee	nguoi ly hon
13394 divorceless	khong ly hon
13395 divorcible	co the ly hon
13396 divot	divot
13397 dixie	dixie
13398 dizen	ho noi
13399 dizened	an toi
13400 dizz	dizz
13401 djereed	djereed
13402 djerrid	nham chan
13403 djinnee	djinn
13404 djinns	djinns
13405 do a	lam mot
13406 do-all	lam het
13407 do-little	lam mot chut
13408 do-naught	khong nen lam
13409 do-nothingism	chu nghia khong lam gi ca
13410 do-nothingness	khong lam gi ca
13411 do.	lam.
13412 doab	doab
13413 doand	doand
13414 doat	doat
13415 dobbin	dobbin
13416 dobchick	dobchick
13417 dobson	dobson
13418 docetic	kho hanh
13419 docetism	chu nghia kho hanh
13420 dochmius	dochmius
13421 docibility	su lanh dao
13422 docibleness	su bat kha chien bai
13423 docimacy	docimacy
13424 docimastic	docimastic
13425 docimology	khoa hoc ung thu
13426 dockage	ben tau
13427 docket	dau ngoac nhon
13428 docketed	dau ngoac
13429 docketing	docketing
13430 docking	cap ben
13431 docoglossa	docoglossa
13432 docquet	docquet
13433 doctorly	bac si
13434 doctorship	chuc danh bac si
13435 doctrinal	giao ly
13436 doctrinally	ve mat giao ly
13437 document	tai lieu
13438 documentary	phim tai lieu
13439 dodd	dodd
13440 doddart	doddart
13441 dodder	con bo sua
13442 dodecagon	dodecagon
13443 dodecagynia	dodecagynia
13444 dodecagynian	dodecagynian
13445 dodecagynous	dodecagynous
13446 dodecahedron	khoi muoi hai mat
13447 dodecandria	dodecandria
13448 dodecandrian	nguoi dodecandrian
13449 dodecane	dodecane
13450 dodecastyle	dodecastyle
13451 dodecasyllabic	dodecasyllabic
13452 dodecasyllable	dodecasyllable
13453 dodecatemory	dodecatemory
13454 dodgery	dodgery
13455 dodipate	doipate
13456 dodipoll	dodipoll
13457 dodman	dodman
13458 dodo	dodo
13459 dodoes	dodoes
13460 doe	doe
13461 doeglic	doeglic
13462 doegling	doegling
13463 doer	nguoi lam
13464 doffed	lam nguech ngoac
13465 doffing	doffing
13466 dog bee	ong cho
13467 dog days	ngay cho
13468 dog fancier	nguoi me cho
13469 dog star	chu cho ngoi sao
13470 dog's-bane	benh cho
13471 dog's-tail grass	co duoi cho
13472 dog's-tongue	luoi cho
13473 dog-brier	dog-brier
13474 dog-faced	mat cho
13475 dog-fox	cho-cao
13476 dog-headed	dau cho
13477 dog-hearted	long cho
13478 dog-legged	chan cho
13479 dog-rose	cho bong hong
13480 dog-weary	con cho met moi
13481 dogate	dogate
13482 dogbane	dogbane
13483 dogberry	dogberry
13484 dogbolt	cua hang thit cho
13485 dogcart	xe cho
13486 dogdraw	dogdraw
13487 doge	doge
13488 dogeate	lam ba chu
13489 dogeless	khong cho
13490 dogfish	ca cho
13491 dogger	dogger
13492 doggerman	doggerman
13493 doggrel	doggrel
13494 doghole	chuong cho
13495 dogmata	tin dieu
13496 dogmatically	mot cach giao dieu
13497 dogmaticalness	tinh toan hoc
13498 dogmatician	nha giao dieu
13499 dogmatics	giao dieu
13500 dogmatism	chu nghia giao dieu
13501 dogmatist	nguoi theo thuyet giao dieu
13502 dogmatizer	nguoi giao dieu
13503 dogmatizing	giao dieu hoa
13504 dogship	tau cho
13505 dogsick	binh cho
13506 dogsleep	cho ngu
13507 dogteeth	dogteeth
13508 dogtie	dogtie
13509 dogtooth	rang cho
13510 dogtrick	dogtrick
13511 dogwatch	dong ho cho
13512 dogwood	dogwood
13513 doings	doings
13514 doitkin	ban cung vay
13515 dokimastic	dokimastic
13516 dolabra	dolabra
13517 dolabriform	dolabriform
13518 dolerite	bang do la
13519 doleritic	doleritic
13520 dolichocephalism	dolichocephalic
13521 dolichocephalous	dolichocephalous
13522 dolichocephaly	dolichocephaly
13523 dolioform	doliform
13524 dollar	do la
13525 dollies	bup be
13526 dollman	nguoi bup be
13527 dolly	dolly
13528 dolly varden	dolly varden
13529 dolman	dolman
13530 dolmen	dolmen
13531 dolomite	dolomite
13532 dolomitic	dolomitic
13533 dolomize	dolomize
13534 doloriferous	thuoc ve giong duc
13535 dolorific	dolorific
13536 dolorifical	dolorifical
13537 doltish	doltish
13538 dolven	Chim bo cau
13539 domebook	so vom
13540 domesday	ngay trong nuoc
13541 domesmen	nguoi trong nuoc
13542 domesticating.	thuan hoa.
13543 domett	mai vom
13544 domicillary	noi tru
13545 dominant	co uu the
13546 dominator	nguoi thong tri
13547 dominican	dominican
13548 dominicide	dominicide
13549 dominie	muc su
13550 domino	domino
13551 dominos	dominos
13552 domitable	co the bat chuoc
13553 don	giang vien dai hoc
13554 donate	quyen tang
13555 donatistic	donatistic
13556 donative	donative
13557 donatory	donatory
13558 donee	xong viec
13559 donet	anh ay cho
13560 donna	donna
13561 donnism	chu nghia lua dao
13562 donzel	banh ran
13563 doo	doo
13564 doob grass	co chet duoi
13565 doodlesack	ve nguech ngoac
13566 doole	doole
13567 doolies	doolies
13568 dooly	dooly
13569 doom	su chet
13570 doom palm	cay co diet vong
13571 doomage	su diet vong
13572 doomsday	ngay tan the
13573 doomsman	nguoi tan the
13574 doomster	doomster
13575 doop	le rua toi
13576 doorcase	cua tu
13577 doorkeeper	nguoi giu cua
13578 doornail	cua nha
13579 doorplane	canh cua
13580 doorstep	bac cua
13581 doorstop	chan cua
13582 dop	dop
13583 dopper	dopper
13584 dopplerite	dopplerite
13585 dorado	dorado
13586 dorbeetle	dorbeetle
13587 doree	quyen gop
13588 doretree	doretree
13589 dorhawk	dorhawk
13590 dorian	dorian
13591 doric	doric
13592 doricism	chu nghia biem hoa
13593 doris	doris
13594 dorking fowl	dorking fowl
13595 dormer	nguoi o ky tuc xa
13596 dormer window	cua so tren mai nha
13597 dormice	toi ngu
13598 dorn	dorn
13599 dornick	Dornick
13600 dornock	dornock
13601 dorr	dorr
13602 dorrfly	dorrfly
13603 dorrhawk	dorrhawk
13604 dorsale	lung
13605 dorsel	tam lung
13606 dorser	mat lung
13607 dorsibranchiate	dorsibranchiate
13608 dorsimeson	dorsimeson
13609 dorsiventral	dorsiventral
13610 dorsoventral	dorsoventral
13611 dory	dory
13612 doryphora	doryphora
13613 doryphoros	doryphoros
13614 dosology	lieu luong hoc
13615 dosser	Mai hien
13616 dossil	nguil
13617 dot	dau cham
13618 dotal	dotal
13619 dotary	cham bi
13620 dote	dote
13621 dotehead	nguoi dau oc
13622 doth	doth
13623 doting	lam cam
13624 dottard	cai rai ca
13625 dotterel	dotterel
13626 dotting pen	but cham
13627 dottrel	dottrel
13628 doty	doty
13629 douane	phong tuc 
13630 douanier	cong chuc hai quan
13631 douar	douar
13632 douay bible	kinh thanh duay
13633 doub grass	chat beo gap doi
13634 double dealer	dai ly kep
13635 double dealing	doi pho gap doi
13636 double first	nhan doi dau tien
13637 double-acting	tac dong kep
13638 double-bank	ngan hang doi
13639 double-banked	hai ngan hang
13640 double-barreled	hai nong
13641 double-beat valve	van hai nhip
13642 double-breasted	hai vu
13643 double-charge	Tinh phi gap doi
13644 double-dye	thuoc nhuom kep
13645 double-dyed	nhuom hai lan
13646 double-entendre	hai nghia
13647 double-eyed	mat hai mi
13648 double-handed	tay doi
13649 double-headed	hai dau
13650 double-hung	treo doi
13651 double-lock	khoa kep
13652 double-milled	xay doi
13653 double-quick	nhanh gap doi
13654 double-ripper	nguoi xe doi
13655 double-shade	hai bong
13656 double-tonguing	noi hai luoi
13657 doubled	tang gap doi
13658 doublehearted	chung tinh
13659 doubleminded	hai dau oc
13660 doublet	doublet
13661 doubletree	doubletree
13662 doubtable	dang nghi ngo
13663 doubter	nguoi nghi ngo
13664 doubtlessly	khong nghi ngo gi nua
13665 doucepere	doucepere
13666 douceur	cuc keo
13667 douche	thut rua
13668 doucine	ogee
13669 doucker	doucker
13670 dough-baked	bot nuong
13671 dough-kneaded	nhao bot
13672 doughbird	con chim bot
13673 doughface	mat bot
13674 doughfaceism	chu nghia bot phat
13675 doughnut	banh vong
13676 doughtiness	bot nhao
13677 doughtren	doughtren
13678 doum palm	co chet
13679 doupe	Taupe
13680 dour	dour
13681 douroucouli	Drakl
13682 doused	dung nhieu
13683 dousing	dung thuoc
13684 dousing-chock	dousing-chock
13685 dove	no ỏ dau
13686 dove plant	cay bo cau
13687 dove's-foot	chan chim bo cau
13688 dove-eyed	mat bo cau
13689 dovelet	dovelet
13690 dover's powder	bot dover's
13691 dovetail	khop
13692 dowable	co the ha xuong
13693 dowager	thai hau
13694 dowagerism	chu nghia ha thap
13695 dowel	chot ha
13696 dowelled	bi ha guc
13697 dowitcher	nguoi xuong doc
13698 down-share	chia se xuong
13699 downbear	suong mai
13700 downed	bi ha xuong
13701 downfalling	su sup do
13702 downhaul	downhaul
13703 downhill	xuong doc
13704 downing	ban roi
13705 downpour	mua rao
13706 downstream	ha luu
13707 downstroke	nga xuong
13708 downthrow	su xuong doc
13709 downtrod	downtrod
13710 downtrodden	bi ap buc
13711 downwards	tro xuong
13712 downy	long mang
13713 dowry	cua hoi mon
13714 dowser	nha cam xa
13715 dowset	dowset
13716 dowst	dowst
13717 doxological	doxological
13718 doxologize	doxologize
13719 doxologized	doxologized
13720 doxologizing	doxologizing
13721 doxology	doxology
13722 doxy	doxy
13723 doyly	doyly
13724 dozer	may ui
13725 doziness	doziness
13726 dozy	lieu luong
13727 drabble-tail	duoi xam
13728 drabbler	nguoi keo le
13729 dracaena	Darsena
13730 drachm	drachm
13731 drachmas	drachmas
13732 drachme	drachma
13733 dracin	dracin
13734 draco	draco
13735 draconian	ha khac
13736 draconic	co tinh bieu tuong
13737 draconin	draconin
13738 dracontic	dracontic
13739 dracunculi	dracunculi
13740 dracunculus	dracunculus
13741 dradde	dradde
13742 draffy	drafty
13743 drafting	soan thao
13744 dragantine	dragantine
13745 dragbar	thanh keo
13746 dragbolt	cua hang keo
13747 dragees	dragees
13748 draggle-tail	duoi keo
13749 draggle-tailed	keo theo duoi
13750 draggling	keo le
13751 draglink	duong keo
13752 dragoman	vien thong ngon
13753 dragomans	dragomans
13754 dragon's blood	Mau cua rong
13755 dragon's head	dau rong
13756 dragon's tail	duoi rong
13757 dragonet	luoi le
13758 dragonlike	giong rong
13759 dragonnade	rong di dao
13760 dragoon	dragoon
13761 dragoonade	dragoonade
13762 dragooner	nguoi keo quan
13763 drail	drail
13764 drained	rao nuoc
13765 drainpipe	ong thoat nuoc
13766 draintile	gach thoat nuoc
13767 draintrap	bay thoat nuoc
13768 drake	vit duc
13769 drakestone	drakestone
13770 dram	dram
13771 dramatic	kich
13772 dramatis personae	nhan vat
13773 dramatist	nha viet kich
13774 dramatizing	kich tinh hoa
13775 dramseller	nguoi ban keo
13776 dramshop	dramshop
13777 drank	Uong
13778 drap d'ete	drap d'ete
13779 draped	khoac len minh
13780 draper	draper
13781 draperies	rem
13782 draught	du thao
13783 draughtboard	draughtboard
13784 draughthouse	draughthouse
13785 draughts	ban nhap
13786 draughtsman	nguoi soan thao
13787 draughtsmen	draughtsmen
13788 dravida	dravida
13789 dravidian	dravidian
13790 drawable	ve duoc
13791 drawback	Han che
13792 drawbench	drawbench
13793 drawbolt	drawbolt
13794 drawbridge	drawbridge
13795 drawcansir	xuyen quoc gia
13796 drawee	nguoi bi ky phat
13797 drawer	ngan keo
13798 drawfiling	ve ho so
13799 drawgear	nguoi ve
13800 drawing	dang ve
13801 drawing knife	dao ve
13802 drawing-room	phong ve tranh
13803 drawlatch	drawlatch
13804 drawling	vat veo
13805 drawlink	drawlink
13806 drawloom	drawloom
13807 drawnet	drawnet
13808 drawshave	drawshave
13809 drayage	Darage
13810 drayman	drayman
13811 draymen	draymen
13812 drazel	drazel
13813 dread	kinh so
13814 dreader	nguoi so hai
13815 dreamer	nguoi mo mong
13816 dreaming	dang mo
13817 dreamt	da mo
13818 dreariness	su the luong
13819 drearing	tieng reo rat
13820 dreary	the luong
13821 dredging	nao vet
13822 dreg	dreg
13823 dreissena	threessena
13824 drencher	drencher
13825 drengage	drengage
13826 drent	drent
13827 dresden ware	Do Dresden
13828 dress goods	hang may mac
13829 dressiness	su an mac
13830 dressmaker	tho may quan ao
13831 dressmaking	may vay
13832 dressy	an mac dep
13833 drest	drest
13834 dretch	dretch
13835 drevil	lieu mang
13836 drew	da ve
13837 drey	dray
13838 dribber	nguoi lua bong
13839 dribbler	dribbler
13840 dribblet	dribblet
13841 driblet	re bong
13842 driest	kho nhat
13843 driftage	ngay hoat dong
13844 driftbolt	bu long troi
13845 driftless	khong troi
